team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,789,305,right,892,05:08:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,79,153,left,1296,18:24:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,96,335,left,2397,00:03:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,842,129,right,2378,00:22:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,354,171,left,841,05:59:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,924,231,right,680,08:40:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1057,318,right,1590,13:30:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1016,315,right,1565,13:55:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,986,255,right,572,10:28:00,NA
Hokies,FALSE,TRUE,fieldgoal,dunk,NA,2,1050,325,right,740,07:40:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,989,266,right,783,06:57:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,driving,2,96,324,left,1309,18:11:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,122,281,left,1212,19:48:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,917,523,right,1062,02:18:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,driving,2,79,327,left,1922,07:58:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,74,242,left,1692,11:48:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1055,269,right,681,08:39:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,driving,NA,1027,349,right,77,18:43:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,308,139,left,1721,11:19:00,NA
Hokies,FALSE,TRUE,fieldgoal,dunk,NA,2,1057,322,right,308,14:52:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,249,88,left,725,07:55:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,337,338,left,490,11:50:00,NA
