team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Seminoles,FALSE,TRUE,fieldgoal,layup,alley-oop,2,1052,305,right,1240,19:20:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,70,322,left,124,17:56:00,Second Round
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,254,493,left,989,03:31:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,790,444,right,2326,01:14:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,337,288,left,569,10:31:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,206,372,left,1102,01:38:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,77,565,left,1774,10:26:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,78,315,left,466,12:14:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,270,373,left,1086,01:54:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,89,287,left,317,14:43:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1031,301,right,1193,00:07:00,Second Round
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,95,284,left,516,11:24:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,103,334,left,265,15:35:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,959,545,right,1551,14:09:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,driving,2,1030,260,right,1946,07:34:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,218,50,left,514,11:26:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,1044,275,right,1520,14:40:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,329,252,left,192,16:48:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,153,298,left,1325,17:55:00,NA
Seminoles,FALSE,FALSE,fieldgoal,hook shot,NA,NA,1051,219,right,157,17:23:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1057,310,right,748,07:32:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,1052,253,right,1889,08:31:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,75,300,left,1698,11:42:00,Sweet 16
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,980,291,right,2310,01:30:00,NA
Seminoles,TRUE,TRUE,fieldgoal,NA,NA,3,332,262,left,2057,05:43:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,75,321,left,1775,10:25:00,Quarterfinal 3
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1031,239,right,1648,12:32:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,263,94,left,1502,14:58:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,841,112,right,1166,00:34:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1024,291,right,2172,03:48:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,949,348,right,350,14:10:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,903,284,right,1380,17:00:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1004,332,right,1804,09:56:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,75,565,left,1468,15:32:00,First Round
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,149,252,left,1028,02:52:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,226,370,left,635,09:25:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1058,280,right,2328,01:12:00,First Round
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,225,211,left,2350,00:50:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1038,306,right,1041,02:39:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,94,317,left,1834,09:26:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,1045,321,right,1779,10:21:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,88,308,left,1070,02:10:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1072,231,right,1340,17:40:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,312,156,left,752,07:28:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,353,342,left,1159,00:41:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1044,329,right,2258,02:22:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,897,377,right,2006,06:34:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,201,257,left,177,17:03:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,357,204,left,2138,04:22:00,Second Round
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,1047,272,right,739,07:41:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,140,308,left,232,16:08:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1040,272,right,967,03:53:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,71,239,left,78,18:42:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,92,270,left,583,10:17:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,reverse,2,71,344,left,202,16:38:00,NA
Seminoles,TRUE,TRUE,fieldgoal,NA,NA,3,270,473,left,152,17:28:00,NA
Seminoles,FALSE,TRUE,fieldgoal,dunk,putback,2,54,279,left,850,05:50:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,972,369,right,1538,14:22:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,70,343,left,840,06:00:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,823,435,right,313,14:47:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,67,327,left,109,18:11:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,267,502,left,140,17:40:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,321,190,left,1441,15:59:00,NA
Seminoles,FALSE,FALSE,fieldgoal,dunk,NA,NA,81,282,left,1862,08:58:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,944,191,right,1273,18:47:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,973,428,right,2092,05:08:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,78,267,left,390,13:30:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,101,312,left,161,17:19:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,58,29,left,867,05:33:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,896,195,right,1565,13:55:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,335,184,left,1595,13:25:00,Semifinal 2
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,122,232,left,948,04:12:00,NA
